2022-05-13 0 0 0 0 0 0 0 0 0 0 0
2022-05-14 0 488 0 183 0 0 793 0 0 0 0
2022-05-15 0 488 0 183 0 0 793 0 0 0 0
2022-05-16 0 488 0 244 0 0 793 0 0 0 0
2022-05-17 0 1037 0 366 0 0 793 0 0 0 0
2022-05-18 0 1037 0 1647 0 0 854 183 0 0 0
2022-05-19 0 1037 61 1647 0 0 854 183 0 0 0
2022-05-20 0 1159 305 1647 0 0 854 244 61 0 61
2022-05-21 0 1159 2013 1647 0 0 854 366 61 0 61
2022-05-22 0 1586 2257 1769 0 0 976 366 305 0 305
2022-05-23 0 1708 2440 2806 0 0 976 366 1037 0 427
2022-05-24 305 1708 5734 2806 61 0 976 366 2501 0 549
2022-05-25 549 1708 5734 2928 1464 0 1037 366 2928 0 1342
2022-05-26 671 1708 5734 2928 1464 0 1037 366 3233 0 1830
2022-05-27 671 1708 5734 2928 1464 0 1037 671 3233 0 1952
2022-05-28 732 1708 5734 2928 1464 0 1037 671 4392 0 1952
2022-05-29 732 1708 5734 3477 1464 0 1037 793 4392 0 1952
2022-05-30 732 1830 5734 3477 1464 0 1037 915 4392 0 1952
2022-05-31 732 1830 5734 3904 3416 0 1037 1708 4575 0 2257
2022-06-01 732 1830 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-02 732 1830 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-03 732 1830 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-04 732 1830 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-05 732 2013 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-06 732 2013 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-07 732 2013 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-08 732 2013 5734 3965 3416 0 1037 1708 4575 0 2257
2022-06-09 732 2013 5734 3965 3416 0 1037 1830 4575 0 2257
2022-06-10 732 2257 5734 3965 3416 0 1037 1830 4575 0 2257
2022-06-11 732 2257 5856 4209 3416 0 1037 1830 4575 0 2257
2022-06-12 732 2257 5856 4209 3416 0 1037 1830 5002 0 2440
2022-06-13 732 2562 6466 4209 3416 0 1037 1830 5002 0 2440
2022-06-14 732 3172 9699 4209 3416 0 1037 1830 5002 0 3050
2022-06-15 732 3172 10004 4514 3416 0 1037 1830 5002 0 3355
2022-06-16 732 3538 11041 5063 3660 0 1037 1830 5063 0 3843
2022-06-17 915 3843 12078 5063 3660 0 1037 1830 5063 0 3904
2022-06-18 915 4392 12505 5551 3782 0 1037 1952 5551 0 4026
2022-06-19 915 4758 12566 7381 3782 0 1037 1952 5551 0 4209
2022-06-20 1464 5063 13481 9333 4575 0 1037 1952 8540 0 4758
2022-06-21 1708 5490 13481 10797 5856 0 1037 2318 11407 0 5795
2022-06-22 1708 5490 13481 10797 6039 0 1037 2318 11590 0 5978
2022-06-23 1708 5551 14335 10797 6039 0 1037 2318 11590 0 7747
2022-06-24 1708 5673 14335 10797 6039 0 1037 2318 11590 0 7991
2022-06-25 1708 5673 14335 11163 6039 0 1037 2501 11590 0 8052
2022-06-26 1708 5673 14335 11163 8357 0 1037 2501 11590 0 8174
2022-06-27 1708 5673 14335 11163 8357 0 1037 2501 11590 0 8662
2022-06-28 1708 5673 14335 11163 8357 0 1037 2501 11956 0 8662
2022-06-29 1708 5673 14335 11285 9699 0 1037 2501 12322 0 8662
2022-06-30 1708 5673 14335 11346 9943 0 1037 2501 12322 0 8662
2022-07-01 1708 5673 14335 11346 9943 0 1037 3904 12322 0 8662
