2022-08-17 500 500 500 500 364 0 185 315 463 0 500
2022-08-18 500 500 500 500 364 0 185 315 463 0 500
2022-08-19 500 500 500 500 364 0 185 315 463 0 500
2022-08-20 500 500 500 500 364 0 185 315 463 0 500
2022-08-21 500 500 500 500 364 0 185 315 463 0 500
2022-08-22 500 500 500 500 364 0 185 315 463 0 500
2022-08-23 500 500 500 500 364 0 185 315 463 0 500
2022-08-24 500 500 500 500 364 0 185 315 463 0 500
2022-08-25 500 500 500 500 364 0 185 315 463 0 500
2022-08-26 500 500 500 500 364 0 185 315 463 0 500
2022-08-27 500 500 500 500 364 0 185 315 463 0 500
2022-08-28 500 500 500 500 364 0 185 315 463 0 500
2022-08-29 500 500 500 500 364 0 185 315 463 0 500
2022-08-30 500 500 500 500 364 0 185 315 463 0 500
2022-08-31
